Bill Date,Net Amount,day,month,year,Last Pay Mode
2019-12-31,400,31,12,2019,PREPAID
2019-12-31,650,31,12,2019,TPA
2019-12-31,950,31,12,2019,PREPAID
2019-12-31,400,31,12,2019,TPA
2019-12-31,950,31,12,2019,TPA
2019-12-31,40,31,12,2019,CASH
2019-12-31,700,31,12,2019,CARD
2019-12-31,400,31,12,2019,CASH
2019-12-31,0,31,12,2019,
2019-12-31,0,31,12,2019,
2019-12-31,0,31,12,2019,
2019-12-31,0,31,12,2019,
2019-12-31,0,31,12,2019,
2019-12-31,830,31,12,2019,CARD
2019-12-31,0,31,12,2019,
2019-12-31,1350,31,12,2019,CASH
2019-12-31,950,31,12,2019,TPA
2019-12-31,219,31,12,2019,CASH
2019-12-31,270,31,12,2019,CASH
2019-12-31,520,31,12,2019,CASH
2019-12-31,172,31,12,2019,CASH
2019-12-31,1400,31,12,2019,
2019-12-31,19,31,12,2019,
2019-12-31,68,31,12,2019,CASH
2019-12-31,3276,31,12,2019,CASH
2019-12-31,1100,31,12,2019,CARD
2019-12-31,400,31,12,2019,CASH
2019-12-31,400,31,12,2019,TPA
2019-12-31,2510,31,12,2019,
2019-12-31,550,31,12,2019,CASH
2019-12-31,0,31,12,2019,
2019-12-31,0,31,12,2019,
2019-12-31,168,31,12,2019,CASH
2019-12-31,979,31,12,2019,CASH
2019-12-31,104,31,12,2019,CASH
2019-12-31,581,31,12,2019,TPA
2019-12-31,480,31,12,2019,CASH
2019-12-31,204,31,12,2019,
2019-12-31,181,31,12,2019,CARD
2019-12-31,17,31,12,2019,CASH
2019-12-31,150,31,12,2019,CASH
2019-12-31,278,31,12,2019,CASH
2019-12-31,330,31,12,2019,TPA
2019-12-31,830,31,12,2019,CASH
2019-12-31,1400,31,12,2019,CASH
2019-12-31,30,31,12,2019,PREPAID
2019-12-31,900,31,12,2019,PREPAID
2019-12-31,114,31,12,2019,PREPAID
2019-12-31,201,31,12,2019,PREPAID
2019-12-31,776,31,12,2019,PREPAID
2019-12-31,100,31,12,2019,CASH
2019-12-31,1400,31,12,2019,
2019-12-31,104,31,12,2019,CASH
2019-12-31,330,31,12,2019,CASH
2019-12-31,495,31,12,2019,CASH
2019-12-31,493,31,12,2019,
2019-12-31,400,31,12,2019,CASH
2019-12-31,776,31,12,2019,CASH
2019-12-31,990,31,12,2019,CASH
2019-12-31,10,31,12,2019,CASH
2019-12-31,78,31,12,2019,CASH
2019-12-31,18,31,12,2019,CASH
2019-12-31,330,31,12,2019,CASH
2019-12-31,540,31,12,2019,CASH
2019-12-31,1030,31,12,2019,CARD
2019-12-31,614,31,12,2019,CASH
2019-12-31,19,31,12,2019,
2019-12-31,100,31,12,2019,CASH
2019-12-31,1400,31,12,2019,
2019-12-31,2300,31,12,2019,
2019-12-31,400,31,12,2019,CASH
2019-12-31,100,31,12,2019,CARD
2019-12-31,100,31,12,2019,CASH
2019-12-31,230,31,12,2019,CARD
2019-12-31,430,31,12,2019,CASH
2019-12-31,430,31,12,2019,TPA
2019-12-31,430,31,12,2019,CASH
2019-12-31,730,31,12,2019,CASH
2019-12-31,830,31,12,2019,CASH
2019-12-31,600,31,12,2019,CASH
2019-12-31,600,31,12,2019,CARD
2019-12-31,830,31,12,2019,CARD
2019-12-31,600,31,12,2019,CASH
2019-12-31,530,31,12,2019,CARD
2019-12-31,430,31,12,2019,CARD
2019-12-31,1400,31,12,2019,
2019-12-31,1030,31,12,2019,CARD
2019-12-31,1400,31,12,2019,PREPAID
2019-12-31,430,31,12,2019,CASH
2019-12-31,480,31,12,2019,CARD
2019-12-31,830,31,12,2019,CASH
2019-12-31,108,31,12,2019,CASH
2019-12-31,0,31,12,2019,CASH
2019-12-31,500,31,12,2019,CASH
2019-12-31,430,31,12,2019,CARD
2019-12-31,330,31,12,2019,CASH
2019-12-31,330,31,12,2019,CASH
2019-12-31,600,31,12,2019,CARD
2019-12-31,100,31,12,2019,CASH
2019-12-31,480,31,12,2019,CASH
2019-12-31,480,31,12,2019,CARD
2019-12-31,530,31,12,2019,CASH
2019-12-31,480,31,12,2019,CARD
2019-12-31,530,31,12,2019,CASH
2019-12-31,480,31,12,2019,CASH
2019-12-31,100,31,12,2019,FREE
2019-12-31,830,31,12,2019,CASH
2019-12-31,4633,31,12,2019,CASH
2019-12-31,16,31,12,2019,TPA
2019-12-31,163,31,12,2019,CARD
2019-12-31,1400,31,12,2019,
2019-12-31,1400,31,12,2019,
2019-12-31,1030,31,12,2019,CARD
2019-12-31,1400,31,12,2019,
2019-12-31,1400,31,12,2019,CASH
2019-12-31,50,31,12,2019,CASH
2019-12-31,2672,31,12,2019,CARD
2019-12-31,9000,31,12,2019,CARD
2019-12-31,19,31,12,2019,
2019-12-31,130,31,12,2019,CASH
2019-12-31,2672,31,12,2019,CASH
2019-12-31,9000,31,12,2019,CASH
2019-12-31,75,31,12,2019,TPA
2019-12-31,2672,31,12,2019,CASH
2019-12-31,9000,31,12,2019,CASH
2019-12-31,9,31,12,2019,TPA
2019-12-31,500,31,12,2019,CASH
2019-12-31,1400,31,12,2019,CASH
2019-12-31,202,31,12,2019,CASH
2019-12-31,893,31,12,2019,TPA
2019-12-31,80,31,12,2019,CASH
2019-12-31,1211,31,12,2019,CARD
2019-12-31,260,31,12,2019,TPA
2019-12-31,50,31,12,2019,CASH
2019-12-31,1400,31,12,2019,
2019-12-31,32381,31,12,2019,TPA
2019-12-31,16401,31,12,2019,TPA
2019-12-31,8485,31,12,2019,TPA
2019-12-31,36117,31,12,2019,TPA
2019-12-31,1400,31,12,2019,PREPAID
2019-12-31,150,31,12,2019,CARD
2019-12-31,17,31,12,2019,CASH
2019-12-31,3700,31,12,2019,CARD
2019-12-31,450,31,12,2019,TPA
2019-12-31,1110,31,12,2019,CARD
2019-12-31,1400,31,12,2019,CASH
2019-12-31,0,31,12,2019,CASH
2019-12-31,1400,31,12,2019,CARD
2019-12-31,1400,31,12,2019,CASH
2019-12-31,43,31,12,2019,TPA
2019-12-31,285,31,12,2019,CASH
2019-12-31,1400,31,12,2019,
2019-12-31,600,31,12,2019,CARD
2019-12-31,102,31,12,2019,CARD
2019-12-31,600,31,12,2019,CASH
2019-12-31,500,31,12,2019,CASH
2019-12-31,1650,31,12,2019,CARD
2019-12-31,60,31,12,2019,CASH
2019-12-31,60,31,12,2019,TPA
2019-12-31,1400,31,12,2019,
2019-12-31,430,31,12,2019,CARD
2019-12-31,100,31,12,2019,CASH
2019-12-31,430,31,12,2019,CASH
2019-12-31,1400,31,12,2019,CASH
2019-12-31,330,31,12,2019,CASH
2019-12-31,100,31,12,2019,CASH
2019-12-31,150,31,12,2019,CASH
2019-12-31,726,31,12,2019,CASH
2019-12-31,49,31,12,2019,CASH
2019-12-31,600,31,12,2019,CARD
2019-12-31,1400,31,12,2019,CASH
2019-12-31,530,31,12,2019,CARD
2019-12-31,530,31,12,2019,CARD
2019-12-31,1030,31,12,2019,CARD
2019-12-31,100,31,12,2019,CASH
2019-12-31,330,31,12,2019,CASH
2019-12-31,830,31,12,2019,CASH
2019-12-30,44,30,12,2019,TPA
2019-12-30,330,30,12,2019,CASH
2019-12-30,48,30,12,2019,CASH
2019-12-30,99,30,12,2019,CASH
2019-12-30,1635,30,12,2019,TPA
2019-12-30,200,30,12,2019,CASH
2019-12-30,231,30,12,2019,CASH
2019-12-30,222,30,12,2019,CARD
2019-12-30,830,30,12,2019,
2019-12-30,146,30,12,2019,CASH
2019-12-30,494,30,12,2019,CASH
2019-12-30,344,30,12,2019,CARD
2019-12-30,3510,30,12,2019,TPA
2019-12-30,600,30,12,2019,CARD
2019-12-30,20,30,12,2019,CASH
2019-12-30,100,30,12,2019,CASH
2019-12-30,430,30,12,2019,CARD
2019-12-30,430,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,860,30,12,2019,CASH
2019-12-30,100,30,12,2019,CASH
2019-12-30,180,30,12,2019,CASH
2019-12-30,0,30,12,2019,
2019-12-30,979,30,12,2019,CARD
2019-12-30,365,30,12,2019,CARD
2019-12-30,100,30,12,2019,CARD
2019-12-30,100,30,12,2019,CASH
2019-12-30,351,30,12,2019,TPA
2019-12-30,420,30,12,2019,CASH
2019-12-30,830,30,12,2019,CASH
2019-12-30,54,30,12,2019,CASH
2019-12-30,1810,30,12,2019,PREPAID
2019-12-30,2221,30,12,2019,CARD
2019-12-30,1810,30,12,2019,TPA
2019-12-30,1400,30,12,2019,
2019-12-30,1400,30,12,2019,CASH
2019-12-30,2300,30,12,2019,
2019-12-30,100,30,12,2019,CASH
2019-12-30,530,30,12,2019,CASH
2019-12-30,700,30,12,2019,CASH
2019-12-30,300,30,12,2019,CASH
2019-12-30,1036,30,12,2019,CARD
2019-12-30,500,30,12,2019,CASH
2019-12-30,369,30,12,2019,CASH
2019-12-30,80,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,530,30,12,2019,CASH
2019-12-30,413,30,12,2019,CARD
2019-12-30,1920,30,12,2019,TPA
2019-12-30,330,30,12,2019,CASH
2019-12-30,86,30,12,2019,CASH
2019-12-30,815,30,12,2019,TPA
2019-12-30,570,30,12,2019,TPA
2019-12-30,75,30,12,2019,TPA
2019-12-30,1700,30,12,2019,PREPAID
2019-12-30,330,30,12,2019,CASH
2019-12-30,0,30,12,2019,
2019-12-30,79,30,12,2019,CASH
2019-12-30,40,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,400,30,12,2019,CARD
2019-12-30,400,30,12,2019,CARD
2019-12-30,30,30,12,2019,CHEQUE
2019-12-30,31,30,12,2019,CHEQUE
2019-12-30,800,30,12,2019,CASH
2019-12-30,650,30,12,2019,TPA
2019-12-30,244,30,12,2019,CASH
2019-12-30,2305,30,12,2019,CARD
2019-12-30,550,30,12,2019,TPA
2019-12-30,950,30,12,2019,CASH
2019-12-30,3409,30,12,2019,CASH
2019-12-30,1200,30,12,2019,TPA
2019-12-30,298,30,12,2019,CASH
2019-12-30,400,30,12,2019,TPA
2019-12-30,174,30,12,2019,CASH
2019-12-30,400,30,12,2019,CARD
2019-12-30,700,30,12,2019,
2019-12-30,830,30,12,2019,
2019-12-30,830,30,12,2019,CASH
2019-12-30,830,30,12,2019,CASH
2019-12-30,2800,30,12,2019,CASH
2019-12-30,230,30,12,2019,CASH
2019-12-30,330,30,12,2019,CASH
2019-12-30,530,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,588,30,12,2019,CASH
2019-12-30,400,30,12,2019,TPA
2019-12-30,950,30,12,2019,CASH
2019-12-30,6600,30,12,2019,TPA
2019-12-30,400,30,12,2019,CASH
2019-12-30,369,30,12,2019,CARD
2019-12-30,230,30,12,2019,CASH
2019-12-30,530,30,12,2019,CASH
2019-12-30,530,30,12,2019,CASH
2019-12-30,409,30,12,2019,CASH
2019-12-30,422,30,12,2019,CASH
2019-12-30,3828,30,12,2019,CARD
2019-12-30,900,30,12,2019,CHEQUE
2019-12-30,0,30,12,2019,
2019-12-30,950,30,12,2019,CASH
2019-12-30,950,30,12,2019,TPA
2019-12-30,650,30,12,2019,TPA
2019-12-30,650,30,12,2019,TPA
2019-12-30,100,30,12,2019,CHEQUE
2019-12-30,650,30,12,2019,TPA
2019-12-30,650,30,12,2019,TPA
2019-12-30,0,30,12,2019,
2019-12-30,0,30,12,2019,
2019-12-30,0,30,12,2019,
2019-12-30,900,30,12,2019,TPA
2019-12-30,400,30,12,2019,CASH
2019-12-30,1000,30,12,2019,CASH
2019-12-30,3300,30,12,2019,TPA
2019-12-30,950,30,12,2019,CASH
2019-12-30,400,30,12,2019,CASH
2019-12-30,1000,30,12,2019,CASH
2019-12-30,13,30,12,2019,TPA
2019-12-30,2020,30,12,2019,CASH
2019-12-30,77,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,200,30,12,2019,TPA
2019-12-30,19,30,12,2019,TPA
2019-12-30,230,30,12,2019,CASH
2019-12-30,307,30,12,2019,CASH
2019-12-30,38,30,12,2019,CASH
2019-12-30,580,30,12,2019,CASH
2019-12-30,2407,30,12,2019,CARD
2019-12-30,1030,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,8000,30,12,2019,CARD
2019-12-30,110,30,12,2019,CASH
2019-12-30,2650,30,12,2019,CARD
2019-12-30,99,30,12,2019,CASH
2019-12-30,280,30,12,2019,CASH
2019-12-30,50,30,12,2019,CASH
2019-12-30,80,30,12,2019,CASH
2019-12-30,530,30,12,2019,CARD
2019-12-30,1735,30,12,2019,PREPAID
2019-12-30,0,30,12,2019,CASH
2019-12-30,350,30,12,2019,CARD
2019-12-30,330,30,12,2019,CASH
2019-12-30,330,30,12,2019,CASH
2019-12-30,708,30,12,2019,PREPAID
2019-12-30,60,30,12,2019,PREPAID
2019-12-30,20,30,12,2019,CASH
2019-12-30,1400,30,12,2019,CASH
2019-12-30,250,30,12,2019,CASH
2019-12-30,111,30,12,2019,PREPAID
2019-12-30,55,30,12,2019,TPA
2019-12-30,330,30,12,2019,CASH
2019-12-30,23,30,12,2019,TPA
2019-12-30,225,30,12,2019,TPA
2019-12-30,330,30,12,2019,CASH
2019-12-30,330,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,500,30,12,2019,CASH
2019-12-30,500,30,12,2019,CASH
2019-12-30,273,30,12,2019,TPA
2019-12-30,207,30,12,2019,TPA
2019-12-30,135,30,12,2019,TPA
2019-12-30,100,30,12,2019,FREE
2019-12-30,100,30,12,2019,FREE
2019-12-30,100,30,12,2019,FREE
2019-12-30,113,30,12,2019,CARD
2019-12-30,369,30,12,2019,CASH
2019-12-30,1510,30,12,2019,CASH
2019-12-30,100,30,12,2019,FREE
2019-12-30,100,30,12,2019,CASH
2019-12-30,22,30,12,2019,TPA
2019-12-30,2395,30,12,2019,TPA
2019-12-30,6,30,12,2019,TPA
2019-12-30,275,30,12,2019,TPA
2019-12-30,138,30,12,2019,TPA
2019-12-30,3,30,12,2019,CASH
2019-12-30,38,30,12,2019,TPA
2019-12-30,44,30,12,2019,TPA
2019-12-30,24,30,12,2019,TPA
2019-12-30,9,30,12,2019,TPA
2019-12-30,67,30,12,2019,TPA
2019-12-30,430,30,12,2019,CARD
2019-12-30,910,30,12,2019,CASH
2019-12-30,430,30,12,2019,TPA
2019-12-30,420,30,12,2019,CASH
2019-12-30,580,30,12,2019,CARD
2019-12-30,430,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,403,30,12,2019,TPA
2019-12-30,239,30,12,2019,TPA
2019-12-30,410,30,12,2019,CARD
2019-12-30,330,30,12,2019,CASH
2019-12-30,2861,30,12,2019,CASH
2019-12-30,60,30,12,2019,CASH
2019-12-30,2370,30,12,2019,TPA
2019-12-30,1400,30,12,2019,
2019-12-30,330,30,12,2019,CASH
2019-12-30,72,30,12,2019,CASH
2019-12-30,2020,30,12,2019,CARD
2019-12-30,530,30,12,2019,CASH
2019-12-30,500,30,12,2019,CASH
2019-12-30,600,30,12,2019,CASH
2019-12-30,150,30,12,2019,TPA
2019-12-30,430,30,12,2019,CASH
2019-12-30,400,30,12,2019,CARD
2019-12-30,517,30,12,2019,CASH
2019-12-30,21,30,12,2019,CASH
2019-12-30,234,30,12,2019,TPA
2019-12-30,9,30,12,2019,TPA
2019-12-30,97,30,12,2019,CASH
2019-12-30,6,30,12,2019,CASH
2019-12-30,480,30,12,2019,CASH
2019-12-30,430,30,12,2019,CARD
2019-12-30,1480,30,12,2019,CASH
2019-12-30,400,30,12,2019,CASH
2019-12-30,147,30,12,2019,CASH
2019-12-30,89,30,12,2019,PREPAID
2019-12-30,449,30,12,2019,CASH
2019-12-30,1226,30,12,2019,PREPAID
2019-12-30,123,30,12,2019,CASH
2019-12-30,241,30,12,2019,TPA
2019-12-30,430,30,12,2019,CARD
2019-12-30,530,30,12,2019,CASH
2019-12-30,240,30,12,2019,PREPAID
2019-12-30,19,30,12,2019,CASH
2019-12-30,330,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,600,30,12,2019,CASH
2019-12-30,330,30,12,2019,CARD
2019-12-30,580,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,600,30,12,2019,CASH
2019-12-30,200,30,12,2019,CASH
2019-12-30,5345,30,12,2019,CARD
2019-12-30,430,30,12,2019,CASH
2019-12-30,534,30,12,2019,TPA
2019-12-30,38,30,12,2019,TPA
2019-12-30,918,30,12,2019,CARD
2019-12-30,216,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,3510,30,12,2019,TPA
2019-12-30,2324,30,12,2019,CARD
2019-12-30,1035,30,12,2019,CARD
2019-12-30,18,30,12,2019,CASH
2019-12-30,0,30,12,2019,CASH
2019-12-30,76,30,12,2019,PREPAID
2019-12-30,133,30,12,2019,TPA
2019-12-30,701,30,12,2019,
2019-12-30,1400,30,12,2019,
2019-12-30,1400,30,12,2019,
2019-12-30,250,30,12,2019,CASH
2019-12-30,1199,30,12,2019,CASH
2019-12-30,979,30,12,2019,CARD
2019-12-30,1400,30,12,2019,
2019-12-30,19,30,12,2019,CASH
2019-12-30,1400,30,12,2019,
2019-12-30,530,30,12,2019,CASH
2019-12-30,3000,30,12,2019,CASH
2019-12-30,1400,30,12,2019,CARD
2019-12-30,2210,30,12,2019,CARD
2019-12-30,302,30,12,2019,CARD
2019-12-30,500,30,12,2019,CASH
2019-12-30,6310,30,12,2019,PREPAID
2019-12-30,1870,30,12,2019,TPA
2019-12-30,1000,30,12,2019,CASH
2019-12-30,95,30,12,2019,TPA
2019-12-30,75,30,12,2019,TPA
2019-12-30,200,30,12,2019,TPA
2019-12-30,900,30,12,2019,PREPAID
2019-12-30,9,30,12,2019,CASH
2019-12-30,1250,30,12,2019,CASH
2019-12-30,1120,30,12,2019,PREPAID
2019-12-30,1109,30,12,2019,CASH
2019-12-30,1400,30,12,2019,
2019-12-30,2650,30,12,2019,CASH
2019-12-30,88,30,12,2019,CASH
2019-12-30,8000,30,12,2019,CASH
2019-12-30,1030,30,12,2019,TPA
2019-12-30,500,30,12,2019,CASH
2019-12-30,60,30,12,2019,PREPAID
2019-12-30,50,30,12,2019,CASH
2019-12-30,430,30,12,2019,CASH
2019-12-30,2650,30,12,2019,CARD
2019-12-30,347,30,12,2019,
2019-12-30,500,30,12,2019,CASH
2019-12-30,130,30,12,2019,CASH
2019-12-30,10670,30,12,2019,TPA
2019-12-30,530,30,12,2019,CARD
2019-12-30,330,30,12,2019,CARD
2019-12-30,147010,30,12,2019,TPA
2019-12-30,4415,30,12,2019,PREPAID
